LotFrontage,LotArea,LandContour,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,SalePrice
86,14157,HLS,1Fam,1Story,9,5,Hip,200,Gd,TA,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,Ex,1922,0,0,1922,1,0,2,0,3,1,Gd,8,1,2005,Fin,3,676,TA,TA,178,51,0,0,0,0,0,377426
70,9135,Lvl,1Fam,1Story,7,5,Gable,113,Gd,TA,Gd,TA,Av,GLQ,810,Unf,0,726,1536,Ex,1536,0,0,1536,1,0,2,0,3,1,Gd,7,0,2002,RFn,2,532,TA,TA,192,74,0,0,0,0,0,214000
91,14145,Lvl,1Fam,1Story,7,7,Gable,0,Gd,TA,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,Ex,1621,0,0,1621,1,0,2,0,3,1,Gd,8,0,1984,RFn,2,440,TA,TA,108,45,0,0,0,0,400,202500
66,12400,Lvl,1Fam,1Story,6,7,Hip,176,TA,TA,TA,Fa,No,Rec,585,Unf,0,630,1215,TA,1215,0,0,1215,0,0,1,0,3,1,TA,6,0,1958,Unf,1,297,TA,TA,0,0,0,0,234,0,0,155000
85,14191,Lvl,1Fam,2Story,8,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,967,967,Ex,993,915,0,1908,0,0,2,1,4,1,Gd,9,0,2002,Fin,2,431,TA,TA,135,0,0,0,0,0,0,202900
60,8400,Lvl,1Fam,1Story,4,4,Gable,0,Fa,Fa,TA,Fa,No,Unf,0,Unf,0,721,721,Gd,841,0,0,841,0,0,1,0,2,1,TA,4,0,1950,Unf,1,294,TA,TA,250,0,24,0,0,0,0,82000
,8544,Lvl,Duplex,1Story,3,4,Gable,340,TA,TA,,,,,0,,0,0,0,Fa,1040,0,0,1040,0,0,2,0,2,2,TA,6,0,1949,Unf,2,400,TA,TA,0,0,0,0,0,0,0,87500
63,8849,Lvl,TwnhsE,1Story,9,5,Hip,616,Ex,TA,Ex,TA,No,GLQ,28,Unf,0,1656,1684,Ex,1684,0,0,1684,0,0,2,0,2,1,Ex,6,1,2005,RFn,2,564,TA,TA,495,72,0,0,0,0,0,266000
36,2592,Lvl,TwnhsE,2Story,5,3,Gable,0,TA,TA,Gd,TA,No,Rec,129,BLQ,232,175,536,TA,536,576,0,1112,0,0,1,1,3,1,TA,4,0,1976,Unf,1,336,TA,TA,182,0,0,0,0,0,0,85000
65,6435,Lvl,1Fam,1.5Fin,6,5,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,972,972,Gd,972,605,0,1577,0,0,1,0,3,1,Fa,6,1,1939,Unf,1,312,TA,TA,0,0,0,0,0,0,0,140200
,12772,Lvl,1Fam,1Story,6,8,Hip,0,TA,Gd,TA,TA,Mn,BLQ,498,Unf,0,460,958,TA,958,0,0,958,0,0,1,0,2,1,TA,5,0,1960,RFn,1,301,TA,TA,0,0,0,0,0,0,15500,151500
,17600,Lvl,1Fam,1Story,6,5,Gable,30,TA,TA,TA,TA,No,BLQ,1270,Unf,0,208,1478,Ex,1478,0,0,1478,1,0,2,0,3,1,TA,6,2,1960,Unf,2,498,TA,TA,0,40,0,0,0,0,0,157500
36,2448,Lvl,Twnhs,2Story,7,5,Gable,106,Gd,TA,Gd,TA,No,GLQ,573,Unf,0,191,764,Ex,764,862,0,1626,1,0,2,1,2,1,Gd,6,0,2003,RFn,2,474,TA,TA,0,27,0,0,0,0,0,154000
56,20431,Lvl,1Fam,2Story,9,5,Hip,870,Ex,TA,Ex,TA,No,GLQ,1410,Unf,0,438,1848,Ex,1848,880,0,2728,1,0,2,1,4,1,Ex,10,2,2006,Fin,3,706,TA,TA,0,0,0,0,0,0,0,437154
68,7820,Lvl,TwnhsE,1Story,9,5,Hip,362,Ex,TA,Ex,TA,No,Unf,0,Unf,0,1869,1869,Ex,1869,0,0,1869,0,0,2,0,2,1,Ex,6,1,2007,RFn,2,617,TA,TA,210,54,0,0,0,0,0,318061
,5271,Low,1Fam,1Story,7,5,Gable,0,TA,TA,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,Gd,1453,0,0,1453,1,0,1,1,2,1,Gd,6,1,1986,RFn,2,445,TA,TA,0,80,0,0,184,0,0,190000
60,9084,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,Fa,Mn,LwQ,236,Rec,380,0,616,TA,616,495,0,1111,0,1,1,0,3,1,TA,5,0,1941,Unf,1,200,TA,Fa,48,0,0,0,0,0,0,95000
60,8520,Lvl,1Fam,1Story,6,8,Gable,0,TA,Gd,TA,TA,No,Unf,0,Unf,0,624,624,Gd,720,0,0,720,0,0,1,0,2,1,TA,5,0,2005,Unf,2,484,TA,TA,106,0,0,0,0,0,0,105900
60,8400,Bnk,1Fam,1.5Fin,6,5,Gable,0,TA,TA,TA,TA,No,LwQ,388,Unf,0,552,940,Ex,1192,403,0,1595,0,0,1,0,2,1,TA,6,2,1940,Unf,1,240,TA,TA,0,0,108,0,0,0,0,140000
105,11249,Lvl,1Fam,1Story,6,5,Gable,0,Gd,Gd,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,Ex,1200,0,0,1200,1,0,2,0,3,1,Gd,6,0,1995,RFn,2,521,TA,TA,0,26,0,0,0,0,0,177500
,9248,Lvl,1Fam,1Story,6,6,Gable,106,TA,TA,Gd,TA,No,GLQ,560,Unf,0,598,1158,Gd,1167,0,0,1167,1,0,2,0,3,1,Gd,6,0,1992,RFn,2,400,TA,TA,120,26,0,0,0,0,0,173000
44,4224,Lvl,TwnhsE,1Story,5,5,Gable,0,TA,TA,Gd,TA,No,ALQ,874,Unf,0,268,1142,TA,1142,0,0,1142,1,0,1,1,3,1,TA,6,1,1976,Fin,2,528,TA,TA,536,90,0,0,0,0,0,134000
92,6930,Lvl,1Fam,SLvl,5,4,Hip,120,TA,TA,TA,TA,Av,BLQ,300,Rec,294,468,1062,Ex,1352,0,0,1352,0,1,1,0,3,1,Gd,6,0,1958,Unf,1,288,TA,TA,168,0,294,0,0,0,0,130000
78,12011,Lvl,1Fam,2Story,8,5,Gable,530,Gd,TA,Gd,TA,Av,GLQ,956,Unf,0,130,1086,Ex,1086,838,0,1924,1,0,2,1,3,1,Gd,7,1,1998,RFn,2,592,TA,TA,208,75,0,0,374,0,0,280000
,7540,Lvl,1Fam,SFoyer,6,6,Gable,0,TA,TA,Gd,TA,Av,GLQ,773,Unf,0,115,888,Ex,912,0,0,912,1,0,1,0,2,1,TA,5,1,1978,RFn,2,470,TA,TA,0,0,0,0,192,0,0,156000
,9144,Lvl,1Fam,1.5Fin,5,5,Gable,0,TA,TA,TA,TA,No,Rec,399,Unf,0,484,883,Gd,988,517,0,1505,1,0,1,0,3,1,TA,8,0,1940,Unf,1,240,TA,TA,0,0,0,0,0,0,0,145000
64,7301,Lvl,1Fam,SFoyer,7,5,Gable,500,Gd,TA,,,,,0,,0,0,0,Ex,495,1427,0,1922,0,0,3,0,4,1,Gd,7,1,2003,RFn,2,672,TA,TA,0,0,177,0,0,0,0,198500
21,1680,Lvl,Twnhs,2Story,6,8,Gable,510,TA,TA,TA,TA,No,ALQ,162,Unf,0,321,483,Gd,483,504,0,987,0,0,1,1,2,1,Gd,5,0,1972,Unf,1,264,TA,TA,250,0,0,0,0,0,0,118000
,18800,Lvl,1Fam,2Story,6,5,Gable,120,TA,TA,Gd,TA,Mn,GLQ,712,Unf,0,84,796,TA,790,784,0,1574,1,0,2,1,3,1,TA,6,1,1976,Fin,2,566,TA,TA,306,111,0,0,0,0,0,190000
59,10690,Lvl,1Fam,2Story,5,7,Hip,0,TA,Gd,TA,Fa,No,Rec,456,Unf,0,216,672,Gd,672,672,0,1344,0,0,1,0,3,1,TA,6,0,1964,Unf,1,468,TA,Fa,0,128,218,0,0,0,0,147000
,9500,Lvl,1Fam,1Story,6,5,Gable,247,TA,TA,Gd,TA,No,BLQ,609,Unf,0,785,1394,Gd,1394,0,0,1394,1,0,1,1,3,1,TA,6,2,1963,RFn,2,514,TA,TA,0,76,0,0,185,0,0,159000
101,9150,Lvl,1Fam,SLvl,6,5,Gable,305,TA,TA,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,Gd,1431,0,0,1431,0,1,1,0,3,1,TA,6,1,1962,RFn,1,296,TA,TA,64,110,0,0,0,0,0,165000
78,7800,Lvl,1Fam,1Story,5,6,Gable,200,TA,TA,TA,TA,No,LwQ,540,Unf,0,728,1268,Gd,1268,0,0,1268,0,0,1,0,2,1,TA,7,1,1954,Fin,1,244,TA,TA,0,98,0,0,0,0,0,132000
,9830,Lvl,1Fam,1Story,5,7,Gable,0,TA,Gd,TA,TA,No,ALQ,72,Rec,258,733,1063,Ex,1287,0,0,1287,1,0,1,0,3,1,Gd,7,1,1997,Fin,2,576,TA,TA,364,17,0,0,182,0,0,162000
,8121,Lvl,1Fam,2Story,6,5,Gable,0,TA,TA,Gd,TA,No,Unf,0,Unf,0,953,953,Ex,953,711,0,1664,0,0,2,1,3,1,TA,7,1,2000,RFn,2,460,TA,TA,100,40,0,0,0,0,0,172400
80,17120,Lvl,1Fam,1.5Fin,4,4,Gable,0,TA,TA,,,,,0,,0,0,0,TA,1120,468,0,1588,0,0,2,0,4,1,TA,7,1,1991,Fin,2,680,TA,TA,0,59,0,0,0,0,0,134432
50,7175,Lvl,TwnhsE,1Story,6,5,Gable,0,TA,TA,Gd,TA,No,ALQ,623,LwQ,121,0,744,TA,752,0,0,752,1,0,1,0,2,1,TA,4,0,1984,Unf,1,264,TA,TA,353,0,0,0,90,0,0,125000
79,10634,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,TA,TA,No,BLQ,428,LwQ,180,0,608,TA,1319,0,0,1319,1,0,1,0,3,1,TA,5,0,1953,Unf,1,270,TA,TA,66,0,0,0,0,0,0,123000
65,8200,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,847,847,Ex,847,1081,0,1928,0,0,2,1,4,1,Gd,8,1,2003,Fin,2,434,TA,TA,100,48,0,0,0,0,0,219500
,10020,Low,1Fam,1Story,1,1,Gable,0,Fa,Fa,Fa,Po,Gd,BLQ,350,Unf,0,333,683,Gd,904,0,0,904,1,0,0,1,1,1,Fa,4,0,,,0,0,,,0,0,0,0,0,0,0,61000
57,8846,Lvl,1Fam,SFoyer,5,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,298,Unf,0,572,870,Ex,914,0,0,914,0,0,1,0,2,1,TA,5,0,1998,Unf,2,576,TA,TA,0,0,0,0,0,0,0,148000
102,11143,Lvl,1Fam,2Story,8,5,Gable,0,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,1580,886,0,2466,0,0,3,0,4,1,Gd,8,1,2004,RFn,2,610,TA,TA,159,214,0,0,0,0,0,340000
88,11394,Lvl,1Fam,1Story,9,2,Hip,350,Gd,TA,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,Ex,1856,0,0,1856,1,0,1,1,1,1,Ex,8,1,2010,Fin,3,834,TA,TA,113,0,0,0,0,0,0,394432
60,8123,Lvl,1Fam,2Story,6,5,Gable,16,TA,TA,Gd,TA,No,Unf,0,Unf,0,982,982,Ex,1007,793,0,1800,0,0,2,1,3,1,TA,7,1,2000,Fin,2,463,TA,TA,100,63,0,0,0,0,0,179000
50,5000,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,TA,No,LwQ,218,Unf,0,808,1026,TA,1026,665,0,1691,0,0,2,0,3,1,Gd,6,1,1924,Unf,1,308,TA,TA,0,0,242,0,0,0,0,127000
60,7200,Lvl,1Fam,1Story,7,5,Gable,0,Gd,TA,Gd,Gd,No,Unf,0,Unf,0,1293,1293,Ex,1301,0,0,1301,1,0,2,0,2,1,Gd,5,1,2006,RFn,2,572,TA,TA,216,121,0,0,0,0,0,187750
79,9245,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,Unf,0,Unf,0,939,939,Ex,939,858,0,1797,0,0,2,1,3,1,Gd,8,0,2006,RFn,2,639,TA,TA,144,53,0,0,0,0,0,213500
60,9000,Lvl,1Fam,1.5Unf,6,3,Gable,0,TA,TA,Fa,Fa,No,Unf,0,Unf,0,784,784,TA,784,0,0,784,0,0,1,0,2,1,TA,5,0,1950,Unf,2,360,Fa,Fa,0,0,91,0,0,0,0,76000
,53107,Low,1Fam,2Story,6,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,985,Unf,0,595,1580,Ex,1079,874,0,1953,1,0,2,1,3,1,Gd,9,2,1992,Fin,2,501,TA,TA,216,231,0,0,0,0,0,240000
43,3182,Lvl,TwnhsE,1Story,8,5,Gable,16,Gd,TA,Gd,TA,No,GLQ,24,Unf,0,1232,1256,Ex,1269,0,0,1269,0,0,2,0,2,1,Gd,6,1,2004,Fin,2,430,TA,TA,146,20,0,0,144,0,0,192000
58,8410,Lvl,1Fam,1.5Fin,5,3,Gambrel,0,TA,Fa,TA,TA,No,Unf,0,Unf,0,658,658,TA,658,526,0,1184,0,0,1,0,5,1,TA,8,0,,,0,0,,,0,151,0,0,0,0,0,81000
72,7200,Lvl,1Fam,SLvl,6,6,Hip,255,TA,TA,TA,TA,Av,ALQ,631,Unf,0,410,1041,Ex,1125,0,0,1125,1,0,1,0,3,1,TA,6,1,1977,Unf,1,352,TA,TA,296,0,0,0,0,0,0,125000
93,9382,Lvl,1Fam,1Story,7,5,Gable,125,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1468,1468,Ex,1479,0,0,1479,0,0,2,0,3,1,Gd,6,0,1999,RFn,2,577,TA,TA,120,25,0,0,0,0,0,191000
96,12474,Lvl,1Fam,2Story,10,5,Gable,272,Ex,TA,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,Ex,1742,590,0,2332,1,0,2,1,3,1,Ex,9,1,2008,Fin,3,846,TA,TA,196,134,0,0,0,0,0,426000
50,8405,Lvl,1Fam,1.5Fin,5,8,Gable,0,TA,TA,TA,Gd,No,Rec,241,BLQ,391,229,861,Ex,961,406,0,1367,1,0,1,0,4,1,TA,7,0,1978,Unf,1,384,TA,TA,0,130,112,0,0,0,0,119000
71,12209,Lvl,1Fam,2Story,6,5,Gable,0,TA,TA,Ex,TA,No,ALQ,690,Unf,0,114,804,Ex,804,1157,0,1961,1,0,2,1,3,1,Gd,7,1,2001,Fin,2,560,TA,TA,125,192,0,0,0,0,0,215000
,8339,Lvl,1Fam,1Story,5,7,Gable,0,TA,TA,,,,,0,,0,0,0,TA,882,0,0,882,0,0,1,0,3,1,TA,5,0,1959,RFn,1,294,TA,TA,0,0,0,0,0,0,1200,106500
,7446,Lvl,1Fam,1Story,4,5,Gable,0,TA,TA,TA,TA,No,Rec,266,Unf,0,522,788,TA,788,0,0,788,0,0,1,0,2,1,TA,4,2,,,0,0,,,0,0,0,0,0,0,0,100000
60,10134,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,735,735,Gd,735,299,0,1034,0,0,1,0,2,1,TA,5,0,1940,Unf,1,240,TA,TA,0,39,0,0,0,0,0,109000
68,9571,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,TA,TA,Av,BLQ,739,Unf,0,405,1144,TA,1144,0,0,1144,1,0,1,0,3,1,TA,6,0,1956,Unf,1,596,TA,TA,44,0,0,0,0,0,0,129000
60,7200,Low,1Fam,1Story,5,5,Hip,0,TA,TA,TA,TA,Av,Rec,777,Unf,0,117,894,TA,894,0,0,894,0,0,1,0,2,1,TA,6,0,1985,RFn,2,600,TA,TA,215,0,0,0,0,0,0,123000
69,7590,Lvl,1Fam,2Story,5,5,Gable,288,TA,TA,TA,TA,No,ALQ,540,Unf,0,324,864,TA,876,936,0,1812,0,0,2,0,4,1,TA,8,1,1962,RFn,1,264,TA,TA,0,168,0,0,0,0,0,169500
60,8967,Lvl,1Fam,1Story,5,2,Gable,0,TA,Fa,Fa,Po,No,Unf,0,Unf,0,961,961,Gd,1077,0,0,1077,0,0,1,0,2,1,TA,6,0,1920,Unf,1,338,Po,Po,0,0,0,0,0,0,0,67000
65,8125,Lvl,1Fam,2Story,7,5,Gable,100,Gd,TA,Gd,TA,No,GLQ,812,Unf,0,280,1092,Ex,1112,438,0,1550,1,0,2,0,2,1,Gd,7,0,2007,Fin,2,438,TA,TA,0,168,0,0,0,0,0,241000
38,14963,Lvl,TwnhsE,1Story,8,5,Gable,0,Gd,TA,Gd,TA,No,GLQ,786,Unf,0,474,1260,Ex,1288,0,0,1288,1,0,1,1,1,1,Ex,4,2,1996,Fin,2,500,TA,TA,120,30,0,0,224,0,0,245500
65,8767,Lvl,1Fam,1Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,Ex,1310,0,0,1310,0,0,2,0,3,1,Gd,6,1,2005,Fin,2,400,TA,TA,0,0,0,0,0,0,0,164990
60,10200,Lvl,1Fam,1Story,5,8,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,672,672,Ex,672,0,0,672,0,0,1,0,2,1,TA,4,0,1940,Unf,1,240,TA,TA,168,0,0,0,0,0,0,108000
93,12090,Lvl,1Fam,2Story,8,5,Hip,650,Gd,TA,Gd,TA,No,Unf,0,Unf,0,1141,1141,Gd,1165,1098,0,2263,0,0,2,1,4,1,Gd,10,1,1998,Fin,2,420,TA,TA,144,123,0,0,0,0,0,258000
,10364,Lvl,1Fam,2Story,6,5,Gable,0,TA,TA,Gd,TA,No,Unf,0,Unf,0,806,806,Gd,806,766,0,1572,0,0,2,1,3,1,TA,7,1,1995,Fin,2,373,TA,TA,0,40,0,0,0,0,0,168000
,9991,Lvl,1Fam,1Story,4,4,Gable,0,TA,TA,TA,TA,No,BLQ,1116,Unf,0,165,1281,Ex,1620,0,0,1620,1,0,2,0,3,1,TA,8,1,1993,Unf,2,490,TA,TA,120,78,0,0,0,0,0,150000
51,10480,Lvl,1Fam,1.5Fin,6,5,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,1064,1064,Ex,1166,0,473,1639,0,0,1,0,3,1,TA,6,0,1936,Unf,1,240,TA,TA,0,0,0,0,0,0,0,115000
63,15576,Lvl,1Fam,2Story,6,7,Gable,0,TA,TA,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,840,840,0,1680,0,0,2,0,4,1,TA,8,0,1960,Unf,1,308,TA,TA,0,0,160,0,0,0,0,177000
109,14154,Lvl,1Fam,2Story,7,5,Gable,350,Gd,TA,Ex,Gd,No,Unf,0,Unf,0,1063,1063,Ex,1071,1101,0,2172,0,0,2,1,3,1,Gd,9,1,2006,RFn,3,947,TA,TA,192,62,0,0,0,0,0,280000
85,10800,Lvl,1Fam,2Story,8,5,Gable,100,Gd,TA,Ex,TA,No,GLQ,789,Unf,0,245,1034,Ex,1050,1028,0,2078,1,0,2,1,3,1,Ex,8,1,2008,Fin,3,836,TA,TA,0,102,0,0,0,0,0,339750
68,9571,Lvl,1Fam,1Story,5,3,Gable,0,TA,Fa,TA,Fa,No,Unf,0,Unf,0,1276,1276,TA,1276,0,0,1276,0,0,1,0,3,1,TA,5,0,1958,Unf,1,350,TA,TA,0,0,0,0,0,0,0,60000
100,34650,Bnk,2fmCon,1Story,5,5,Hip,0,TA,TA,TA,TA,Mn,Rec,1056,Unf,0,0,1056,TA,1056,0,0,1056,1,0,1,0,3,1,TA,5,0,1955,Fin,2,572,TA,TA,264,0,0,0,0,0,0,145000
,4403,Lvl,1Fam,1Story,7,5,Gable,432,Ex,TA,Ex,TA,Av,GLQ,578,Unf,0,892,1470,Ex,1478,0,0,1478,1,0,2,1,2,1,Gd,7,1,2009,Fin,2,484,TA,TA,0,144,0,0,0,0,0,222000
56,8960,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,1008,1008,Gd,1028,0,0,1028,0,0,1,0,2,1,TA,5,1,1927,Unf,2,360,TA,TA,0,0,130,0,0,0,0,115000
59,11228,Lvl,1Fam,2Story,7,5,Gable,0,Gd,TA,Gd,TA,No,BLQ,50,GLQ,531,499,1080,Ex,1080,1017,0,2097,0,1,2,1,3,1,Gd,9,1,1993,Unf,3,678,TA,TA,196,187,0,0,0,0,0,228000
73,8899,Lvl,1Fam,1Story,7,5,Gable,0,Gd,TA,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,Ex,1340,0,0,1340,0,0,2,0,3,1,Gd,6,0,2007,Fin,2,396,TA,TA,100,30,0,0,0,0,0,181134
74,7844,Lvl,1Fam,2Story,6,7,Hip,203,TA,TA,TA,TA,No,ALQ,209,Unf,0,463,672,TA,672,728,0,1400,0,0,1,1,3,1,TA,6,1,1978,Fin,2,440,TA,TA,0,0,0,0,0,0,0,149500
86,22420,Lvl,1Fam,2Story,6,6,Hip,0,TA,TA,Gd,TA,No,BLQ,1128,Unf,0,242,1370,TA,1370,1254,0,2624,1,0,2,1,4,1,TA,10,1,1918,Unf,3,864,TA,TA,0,0,0,0,0,0,0,239000
60,8160,Lvl,1Fam,1.5Fin,5,6,Gable,0,TA,TA,TA,TA,No,ALQ,312,Unf,0,444,756,Fa,756,378,0,1134,1,0,1,1,3,1,TA,7,0,1940,Unf,1,240,TA,TA,0,0,0,0,0,0,0,126000
65,8450,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,TA,TA,No,BLQ,775,Unf,0,281,1056,Ex,1056,0,0,1056,1,0,1,0,3,1,TA,6,1,1968,Unf,1,304,TA,TA,0,85,184,0,0,0,0,142000
78,7060,Lvl,Duplex,SFoyer,7,5,Gable,200,TA,Gd,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,Ex,1344,0,0,1344,2,0,2,0,2,2,TA,8,0,1997,Fin,4,784,TA,TA,0,0,0,0,0,0,0,206300
,16635,Lvl,1Fam,1Story,6,7,Gable,126,Gd,TA,Gd,TA,No,ALQ,1246,Unf,0,356,1602,Gd,1602,0,0,1602,0,1,2,0,3,1,Gd,8,1,1977,Fin,2,529,TA,TA,240,0,0,0,0,0,0,215000
100,21750,HLS,1Fam,1Story,5,5,Hip,0,TA,TA,TA,TA,No,Unf,0,Unf,0,988,988,Ex,988,0,0,988,0,0,1,0,2,1,TA,4,0,1954,RFn,2,520,TA,TA,0,0,0,0,0,0,0,113000
80,9200,Lvl,1Fam,2Story,8,5,Gable,473,Gd,TA,Gd,TA,No,GLQ,986,Unf,0,484,1470,Gd,1470,1160,0,2630,1,0,2,1,4,1,Gd,8,1,1998,Fin,3,696,TA,TA,0,66,0,0,0,0,0,315000
72,9000,Lvl,1Fam,1Story,6,5,Gable,74,TA,TA,Gd,TA,No,LwQ,616,Unf,0,580,1196,Gd,1196,0,0,1196,1,0,1,0,2,1,TA,6,1,1956,RFn,1,297,TA,TA,0,44,0,0,0,0,0,139000
60,3378,HLS,1Fam,2Story,7,8,Gable,0,TA,Gd,TA,TA,No,Unf,0,Unf,0,651,651,Gd,707,682,0,1389,0,0,1,1,3,1,TA,6,2,1947,Unf,1,240,TA,TA,0,0,126,0,0,0,0,135000
,12800,Low,1Fam,SLvl,7,5,Gable,145,Gd,TA,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,Gd,1644,0,0,1644,1,1,2,0,2,1,Gd,5,1,1989,Fin,2,569,TA,TA,80,0,0,0,396,0,0,275000
77,8593,Lvl,1Fam,1Story,4,6,Hip,0,TA,TA,TA,TA,No,Rec,288,Unf,0,619,907,Ex,907,0,0,907,0,0,1,0,3,1,TA,5,0,1964,Unf,1,352,TA,TA,0,0,0,0,0,0,0,109008
64,6762,Lvl,1Fam,1Story,7,5,Gable,108,Gd,TA,Gd,TA,No,GLQ,664,Unf,0,544,1208,Ex,1208,0,0,1208,1,0,2,0,2,1,Gd,6,0,2007,RFn,2,628,TA,TA,105,54,0,0,0,0,0,195400
130,11457,Lvl,1Fam,1Story,6,5,Gable,0,TA,TA,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,TA,1412,0,0,1412,1,0,2,0,3,1,Gd,6,1,1988,Unf,2,576,TA,TA,0,0,169,0,0,0,0,175000
21,1680,Lvl,Twnhs,2Story,6,5,Gable,232,TA,TA,TA,TA,No,ALQ,387,Unf,0,96,483,TA,483,504,0,987,0,0,1,1,2,1,TA,4,0,1971,Unf,1,264,TA,TA,0,0,0,0,0,0,0,85400
60,5586,Bnk,1Fam,1.5Fin,6,7,Gable,0,TA,TA,TA,TA,No,Unf,0,Unf,0,901,901,Gd,1088,110,0,1198,0,0,1,0,4,1,TA,7,0,,,0,0,,,0,98,0,0,0,0,0,79900
24,1920,Lvl,TwnhsE,2Story,5,5,Gable,376,TA,TA,TA,TA,No,ALQ,471,Unf,0,294,765,Ex,765,600,0,1365,1,0,1,1,2,1,TA,6,0,1971,Unf,2,440,TA,TA,240,36,0,0,0,0,0,122500
100,10839,Lvl,1Fam,2Story,6,5,Gable,0,TA,TA,Gd,TA,No,Unf,0,Unf,0,926,926,Ex,926,678,0,1604,0,0,2,1,3,1,TA,7,1,1997,Fin,2,470,TA,TA,0,36,0,0,0,0,0,181000
21,1890,Lvl,Twnhs,SFoyer,4,7,Gable,0,TA,Gd,Gd,TA,Av,ALQ,495,Unf,0,135,630,Gd,630,0,0,630,1,0,1,0,1,1,TA,3,0,,,0,0,,,88,0,0,0,0,0,0,81000
43,10667,Lvl,1Fam,2Story,7,6,Gable,0,Gd,TA,Gd,TA,Av,GLQ,385,ALQ,344,70,799,Ex,827,834,0,1661,1,0,2,1,3,1,Gd,6,1,1996,RFn,2,550,TA,TA,158,61,0,0,0,0,0,212000
40,4400,Lvl,1Fam,1.5Fin,6,8,Gable,0,TA,TA,Fa,TA,No,Unf,0,Unf,0,648,648,TA,734,384,0,1118,0,0,1,0,2,1,TA,6,0,1990,Unf,2,440,TA,TA,0,0,0,0,0,0,0,116000
50,6000,Lvl,1Fam,1.5Unf,6,7,Gable,0,Gd,TA,TA,TA,No,Unf,0,Unf,0,884,884,Gd,904,0,0,904,0,0,1,0,2,1,TA,4,0,1926,Unf,1,180,TA,TA,0,0,105,0,0,0,0,119000
40,4280,Lvl,1Fam,1Story,5,6,Gable,0,TA,TA,TA,TA,No,LwQ,365,Unf,0,75,440,TA,694,0,0,694,0,0,1,0,2,1,Gd,4,1,1990,Unf,1,352,Gd,TA,0,0,34,0,0,0,0,90350
67,12354,Lvl,1Fam,1.5Fin,6,8,Gable,0,TA,TA,TA,Fa,Mn,Unf,0,Unf,0,684,684,Gd,684,512,0,1196,0,0,1,0,3,1,Gd,7,0,2005,Unf,2,528,TA,TA,0,46,0,0,0,0,800,110000
105,15431,Lvl,1Fam,1Story,10,5,Hip,200,Ex,TA,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,Ex,2402,0,0,2402,1,0,2,0,2,1,Ex,10,2,2008,Fin,3,672,TA,TA,0,72,0,0,170,0,0,555000
92,12108,Lvl,Duplex,1Story,4,4,Gable,270,TA,TA,TA,TA,No,ALQ,133,Unf,0,1307,1440,TA,1440,0,0,1440,0,0,2,0,4,2,Fa,8,0,,,0,0,,,0,0,0,0,0,0,0,118000
